snapshot 25
0,585668
1,406272
2,243552
3,141981
4,82985
5,47633
6,27560
7,16207
8,9122
9,5235
10,2966
11,1640
12,857
13,515
14,325
15,174
16,87
17,43
18,27
19,8
20,3
snapshot 50
0,586468
1,408281
2,244929
3,141647
4,80928
5,46908
6,27116
7,15696
8,8868
9,4935
10,2935
11,1748
12,980
13,600
14,333
15,182
16,142
17,73
18,42
19,29
20,17
21,5
snapshot 75
0,585587
1,408355
2,245885
3,141634
4,81333
5,47007
6,27200
7,15401
8,8816
9,5042
10,2790
11,1603
12,952
13,482
14,310
15,182
16,128
17,65
18,33
19,22
20,13
21,14
22,5
23,1
snapshot 90
0,585123
1,407845
2,244974
3,141312
4,81980
5,46502
6,26699
7,15825
8,9442
9,5226
10,3238
11,1954
12,1111
13,671
14,447
15,254
16,115
17,61
18,44
19,22
20,8
21,6
22,3
snapshot 95
0,584941
1,406234
2,244252
3,141656
4,82630
5,47596
6,27640
7,16176
8,9327
9,5321
10,3044
11,1751
12,1026
13,537
14,305
15,190
16,111
17,60
18,43
19,20
20,2
snapshot 99
0,584388
1,406122
2,244540
3,141353
4,82701
5,47724
6,27886
7,16106
8,9395
9,5402
10,3159
11,1766
12,970
13,566
14,340
15,182
16,83
17,51
18,32
19,28
20,27
21,12
22,12
23,4
24,5
25,1
26,2
27,3
28,2
snapshot 100
0,584674
1,406879
2,244873
3,142922
4,82212
5,47023
6,27004
7,15721
8,9325
9,5304
10,2986
11,1718
12,974
13,525
14,311
15,184
16,121
17,68
18,26
19,12
