snapshot 25
0,585206
1,408581
2,245798
3,141091
4,81576
5,47223
6,27600
7,15603
8,8721
9,4948
10,2876
11,1625
12,849
13,440
14,273
15,169
16,102
17,60
18,42
19,25
20,17
21,10
22,15
23,4
24,3
25,5
26,2
snapshot 50
0,584769
1,407806
2,245517
3,141605
4,81881
5,46932
6,26768
7,15627
8,9095
9,5356
10,2993
11,1747
12,1157
13,688
14,379
15,232
16,137
17,92
18,51
19,28
20,4
snapshot 75
0,587489
1,406440
2,244073
3,141887
4,81553
5,46791
6,26883
7,15930
8,9275
9,5461
10,3166
11,1746
12,961
13,536
14,317
15,147
16,85
17,44
18,23
19,23
20,13
21,8
22,4
23,4
24,3
snapshot 90
0,585632
1,407645
2,245797
3,142140
4,81698
5,46805
6,27094
7,15613
8,8917
9,4993
10,2698
11,1581
12,870
13,570
14,335
15,205
16,128
17,72
18,42
19,15
20,7
21,5
snapshot 95
0,584557
1,405325
2,244290
3,142575
4,82847
5,47981
6,27684
7,15690
8,9075
9,5463
10,3156
11,1951
12,1022
13,601
14,317
15,149
16,77
17,56
18,27
19,8
20,7
21,4
snapshot 99
0,584612
1,408501
2,244533
3,140780
4,81527
5,47242
6,27303
7,16113
8,9506
9,5440
10,3104
11,1871
12,1054
13,552
14,333
15,173
16,90
17,46
18,28
19,37
20,11
21,6
snapshot 100
0,585590
1,406967
2,244739
3,142021
4,82011
5,47189
6,27265
7,15961
8,9039
9,5222
10,2990
11,1675
12,954
13,508
14,280
15,163
16,112
17,68
18,61
19,34
20,9
21,5
22,1
