snapshot 25
0,584725
1,406704
2,244903
3,142043
4,82005
5,47684
6,27776
7,15962
8,8855
9,5114
10,2961
11,1668
12,979
13,606
14,344
15,210
16,139
17,75
18,60
19,24
20,11
21,9
22,4
23,3
snapshot 50
0,586223
1,407535
2,244868
3,141904
4,81701
5,47153
6,27077
7,15728
8,8973
9,5069
10,2895
11,1561
12,931
13,515
14,324
15,147
16,93
17,76
18,37
19,24
20,11
21,10
22,7
23,2
snapshot 75
0,586758
1,406425
2,245011
3,142356
4,82410
5,47588
6,26960
7,15523
8,8658
9,4926
10,2956
11,1553
12,791
13,446
14,282
15,130
16,45
17,19
18,11
19,7
20,5
snapshot 90
0,586333
1,407968
2,244573
3,140698
4,81109
5,46992
6,27413
7,15858
8,9083
9,5344
10,3110
11,1745
12,995
13,639
14,410
15,245
16,135
17,71
18,62
19,34
20,22
21,14
22,5
23,2
snapshot 95
0,585029
1,406689
2,245572
3,142052
4,81900
5,47639
6,27546
7,15616
8,8898
9,5089
10,2899
11,1655
12,1000
13,532
14,329
15,167
16,109
17,76
18,36
19,11
20,7
21,6
22,2
23,3
snapshot 99
0,584619
1,407622
2,244581
3,141453
4,82468
5,47419
6,27201
7,15965
8,9350
9,5389
10,3117
11,1679
12,910
13,451
14,277
15,137
16,49
17,32
18,15
19,6
20,7
21,6
22,3
23,4
24,8
25,10
26,18
27,21
28,13
29,6
30,6
31,9
32,5
33,6
34,2
snapshot 100
0,584049
1,405944
2,243308
3,142353
4,82467
5,47949
6,27962
7,16241
8,9483
9,5500
10,3086
11,1873
12,1101
13,616
14,359
15,241
16,128
17,53
18,57
19,23
20,24
21,22
22,13
23,10
24,2
