snapshot 25
0,584366
1,407962
2,245416
3,142328
4,81948
5,46503
6,27266
7,15567
8,8858
9,5323
10,3178
11,1882
12,1016
13,593
14,315
15,165
16,68
17,43
18,29
19,9
20,6
21,8
22,8
23,6
24,1
snapshot 50
0,586932
1,408577
2,243354
3,140659
4,81747
5,47465
6,27365
7,15555
8,8955
9,5175
10,3065
11,1774
12,1025
13,547
14,323
15,178
16,88
17,43
18,29
19,7
20,1
snapshot 75
0,585418
1,406976
2,245524
3,142787
4,82586
5,46926
6,26830
7,15039
8,8723
9,5056
10,3008
11,1816
12,954
13,520
14,277
15,133
16,83
17,71
18,56
19,37
20,14
21,10
22,10
23,6
24,2
snapshot 90
0,586795
1,407757
2,244908
3,141536
4,81602
5,46847
6,26830
7,15376
8,8899
9,5212
10,3182
11,1772
12,996
13,506
14,269
15,163
16,88
17,68
18,26
19,24
20,4
21,2
snapshot 95
0,585407
1,405672
2,243795
3,141814
4,82652
5,48412
6,27970
7,15985
8,8833
9,5211
10,3091
11,1738
12,1037
13,556
14,325
15,173
16,75
17,38
18,22
19,17
20,14
21,9
22,8
23,2
24,6
snapshot 99
0,583760
1,406373
2,244160
3,142617
4,82546
5,47740
6,27743
7,15957
8,9222
9,5395
10,3040
11,1842
12,1063
13,600
14,363
15,190
16,99
17,53
18,46
19,24
20,15
21,7
22,8
23,1
snapshot 100
0,585074
1,408847
2,245065
3,142308
4,82033
5,46741
6,27023
7,15304
8,8906
9,5180
10,2857
11,1531
12,867
13,484
14,296
15,162
16,103
17,39
18,20
19,17
20,7
