snapshot 25
0,584764
1,407742
2,244822
3,142413
4,81996
5,47371
6,27461
7,16095
8,9007
9,5110
10,2744
11,1510
12,864
13,464
14,229
15,100
16,65
17,47
18,27
19,21
20,10
21,2
snapshot 50
0,585943
1,408431
2,245765
3,142722
4,81008
5,46171
6,26531
7,15242
8,8737
9,5147
10,2933
11,1821
12,1071
13,584
14,394
15,193
16,92
17,46
18,21
19,9
20,1
snapshot 75
0,586077
1,407753
2,243766
3,142550
4,82583
5,47058
6,27209
7,15514
8,8818
9,5045
10,2892
11,1527
12,925
13,470
14,304
15,170
16,87
17,72
18,30
19,13
20,1
snapshot 90
0,584740
1,406928
2,243664
3,142381
4,82786
5,48052
6,27620
7,15749
8,9114
9,5030
10,2940
11,1661
12,939
13,501
14,319
15,185
16,112
17,56
18,35
19,24
20,17
21,8
22,1
snapshot 95
0,585476
1,406133
2,244468
3,142378
4,82828
5,47748
6,27140
7,15557
8,9021
9,5188
10,2936
11,1682
12,983
13,535
14,370
15,190
16,99
17,58
18,36
19,15
20,8
21,9
22,6
snapshot 99
0,585742
1,407248
2,243995
3,141974
4,82129
5,46982
6,26786
7,15763
8,9221
9,5242
10,2988
11,1806
12,1095
13,713
14,479
15,262
16,165
17,91
18,50
19,32
20,24
21,15
22,14
23,12
24,12
25,12
26,7
27,3
snapshot 100
0,585102
1,408048
2,244607
3,141314
4,81719
5,47749
6,27248
7,15606
8,9102
9,5447
10,3095
11,1695
12,998
13,511
14,320
15,128
16,84
17,48
18,26
19,9
20,6
