landings
1,983761
2,409738
3,128219
4,36691
5,10530
6,2860
7,748
8,226
9,59
10,18
11,6
12,4
13,3
14,1
snapshot
1,587626
2,406644
3,245165
4,142094
5,81390
6,46733
7,27035
8,15266
9,8756
10,5017
11,2861
12,1716
13,1092
14,622
15,339
16,175
17,96
18,54
19,43
20,40
21,35
22,19
23,16
24,10
25,5
26,6
27,6
28,2
29,1
