snapshot 25
0,366763
1,329703
2,261454
3,201466
4,155580
5,119722
6,92988
7,72100
8,55189
9,42496
10,32633
11,24815
12,18555
13,14559
14,11042
15,8878
16,6893
17,5181
18,4022
19,2842
20,2099
21,1554
22,1224
23,892
24,607
25,466
26,335
27,258
28,236
29,175
30,120
31,69
32,39
33,27
34,17
35,2
36,5
snapshot 50
0,368601
1,328408
2,260766
3,201785
4,155309
5,119662
6,92470
7,71253
8,56027
9,42910
10,32333
11,24786
12,18755
13,14123
14,10760
15,8204
16,6639
17,5102
18,4072
19,3214
20,2391
21,1860
22,1405
23,953
24,690
25,533
26,456
27,353
28,267
29,229
30,172
31,109
32,97
33,101
34,72
35,46
36,39
37,22
38,11
39,11
40,3
41,4
42,3
snapshot 75
0,365054
1,328774
2,260739
3,201684
4,155227
5,119108
6,91583
7,70974
8,55357
9,42274
10,32734
11,25319
12,19429
13,15274
14,12075
15,9262
16,6999
17,5434
18,4070
19,3070
20,2391
21,1835
22,1415
23,1072
24,980
25,761
26,566
27,394
28,287
29,209
30,140
31,111
32,102
33,87
34,67
35,40
36,15
37,13
38,16
39,11
40,9
41,18
42,12
43,12
44,5
snapshot 90
0,366666
1,329346
2,261253
3,201402
4,155363
5,120023
6,92455
7,71161
8,54817
9,41462
10,31770
11,24913
12,19287
13,14679
14,11451
15,9002
16,6683
17,5181
18,4023
19,3097
20,2591
21,2145
22,1716
23,1317
24,918
25,676
26,426
27,371
28,257
29,214
30,147
31,85
32,60
33,41
34,8
35,2
snapshot 95
0,365375
1,327395
2,258296
3,200733
4,156184
5,120360
6,92361
7,70637
8,54716
9,42758
10,32808
11,25363
12,19595
13,15365
14,12001
15,9111
16,7139
17,5626
18,4387
19,3274
20,2515
21,2025
22,1524
23,1274
24,905
25,706
26,518
27,379
28,319
29,242
30,165
31,135
32,133
33,120
34,119
35,87
36,69
37,70
38,44
39,28
40,32
41,27
42,34
43,31
44,14
45,7
46,2
snapshot 99
0,367243
1,331179
2,263387
3,204121
4,155561
5,119203
6,91723
7,70391
8,53313
9,41402
10,31519
11,24378
12,18490
13,14317
14,11108
15,8290
16,6470
17,5035
18,3871
19,3020
20,2356
21,1845
22,1432
23,1080
24,840
25,676
26,518
27,411
28,330
29,261
30,187
31,197
32,122
33,123
34,108
35,97
36,74
37,70
38,45
39,55
40,40
41,33
42,20
43,29
44,18
45,9
46,6
47,2
48,1
snapshot 100
0,365976
1,328650
2,260440
3,201811
4,155141
5,119518
6,92296
7,71445
8,55337
9,42418
10,32791
11,24921
12,18915
13,14905
14,11543
15,8968
16,6790
17,5248
18,4113
19,3120
20,2425
21,2009
22,1602
23,1269
24,998
25,697
26,505
27,381
28,234
29,165
30,106
31,79
32,58
33,30
34,23
35,24
36,7
37,9
38,21
39,12
40,5
41,1
