snapshot 25
0,367404
1,330006
2,260934
3,201880
4,154181
5,118918
6,91670
7,71160
8,55444
9,42846
10,32653
11,24897
12,19253
13,14846
14,11183
15,8537
16,6588
17,4979
18,3935
19,3135
20,2342
21,1849
22,1364
23,1081
24,824
25,621
26,508
27,404
28,240
29,214
30,174
31,171
32,133
33,130
34,125
35,117
36,106
37,70
38,30
39,8
40,7
41,13
42,13
43,8
44,4
45,1
snapshot 50
0,366622
1,329063
2,260691
3,201557
4,155560
5,120031
6,93388
7,71935
8,54636
9,41947
10,32146
11,24365
12,18659
13,14692
14,11179
15,8284
16,6565
17,5183
18,4194
19,3056
20,2265
21,1787
22,1402
23,1124
24,780
25,596
26,539
27,514
28,402
29,322
30,269
31,218
32,168
33,163
34,118
35,78
36,65
37,50
38,42
39,36
40,22
41,14
42,12
43,7
44,14
45,17
46,8
47,10
48,6
49,2
50,3
51,6
52,10
53,16
54,17
55,24
56,13
57,15
58,15
59,8
60,10
61,19
62,11
63,7
64,13
65,9
66,5
67,2
snapshot 75
0,366639
1,331145
2,262689
3,203005
4,156936
5,120609
6,92179
7,70665
8,54061
9,41369
10,31783
11,24546
12,18947
13,14380
14,11031
15,8370
16,6566
17,4907
18,3605
19,2857
20,2197
21,1599
22,1277
23,1047
24,761
25,568
26,407
27,268
28,188
29,129
30,79
31,47
32,20
33,20
34,29
35,37
36,26
37,10
38,8
39,2
snapshot 90
0,365421
1,329238
2,262029
3,201488
4,155017
5,118612
6,91503
7,70165
8,54774
9,42413
10,32844
11,25250
12,19256
13,14853
14,11813
15,8980
16,6991
17,5458
18,4195
19,3281
20,2480
21,1915
22,1497
23,1204
24,926
25,675
26,561
27,494
28,383
29,273
30,226
31,166
32,116
33,120
34,80
35,56
36,46
37,35
38,38
39,37
40,27
41,22
42,23
43,14
44,4
45,3
46,4
47,1
48,1
snapshot 95
0,364264
1,328433
2,260752
3,202056
4,156356
5,120883
6,93069
7,71303
8,54585
9,41764
10,32202
11,24868
12,19310
13,14845
14,11465
15,8662
16,6728
17,5339
18,4176
19,3261
20,2511
21,1867
22,1429
23,1059
24,819
25,682
26,593
27,427
28,330
29,215
30,172
31,101
32,83
33,61
34,26
35,25
36,22
37,36
38,34
39,37
40,49
41,39
42,17
43,23
44,20
45,8
snapshot 99
0,366713
1,330619
2,261142
3,200903
4,154028
5,118413
6,91353
7,70830
8,55039
9,42648
10,32879
11,25559
12,19237
13,14911
14,11425
15,8741
16,6704
17,5373
18,4041
19,3078
20,2467
21,2007
22,1551
23,1272
24,987
25,704
26,476
27,365
28,308
29,291
30,170
31,164
32,125
33,97
34,72
35,53
36,63
37,31
38,44
39,48
40,34
41,18
42,11
43,4
44,2
45,2
46,1
47,2
48,1
snapshot 100
0,366487
1,329302
2,260003
3,201595
4,155684
5,119581
6,91894
7,71389
8,55070
9,42529
10,32889
11,25030
12,19547
13,15092
14,11555
15,8807
16,6493
17,4871
18,3842
19,2917
20,2313
21,1887
22,1384
23,1067
24,873
25,738
26,531
27,360
28,269
29,244
30,211
31,163
32,155
33,106
34,57
35,28
36,18
37,13
38,2
39,4
40,4
41,2
