snapshot 25
0,367332
1,330318
2,262653
3,202312
4,155103
5,120424
6,91444
7,70149
8,53792
9,41893
10,32068
11,24402
12,18619
13,14411
14,11203
15,8649
16,6658
17,5132
18,4120
19,3140
20,2457
21,2030
22,1494
23,1205
24,960
25,763
26,556
27,424
28,342
29,285
30,229
31,172
32,121
33,54
34,30
35,24
36,17
37,10
38,12
39,1
snapshot 50
0,366132
1,330297
2,262020
3,202143
4,156236
5,120535
6,92394
7,70670
8,54157
9,41742
10,31793
11,24520
12,19132
13,14901
14,11805
15,8795
16,6574
17,5156
18,3825
19,2807
20,2400
21,1728
22,1330
23,1007
24,743
25,535
26,395
27,257
28,180
29,123
30,89
31,80
32,48
33,49
34,72
35,77
36,40
37,38
38,29
39,31
40,21
41,16
42,18
43,7
44,8
45,15
46,22
47,12
48,1
49,1
snapshot 75
0,366644
1,329207
2,262969
3,203131
4,156195
5,119400
6,91944
7,70576
8,54674
9,41858
10,32424
11,24859
12,18574
13,14420
14,11047
15,8475
16,6473
17,5161
18,3956
19,2899
20,2224
21,1757
22,1397
23,1129
24,837
25,657
26,516
27,443
28,351
29,262
30,172
31,113
32,79
33,58
34,60
35,26
36,23
37,6
38,5
39,3
40,2
41,2
snapshot 90
0,365248
1,327839
2,260771
3,203095
4,157302
5,121074
6,92473
7,71251
8,54465
9,41822
10,32477
11,24791
12,19546
13,15094
14,11536
15,8623
16,6316
17,4977
18,3798
19,2920
20,2244
21,1743
22,1282
23,968
24,743
25,576
26,491
27,404
28,300
29,231
30,163
31,126
32,80
33,48
34,30
35,33
36,37
37,33
38,27
39,16
40,6
41,5
snapshot 95
0,366787
1,328454
2,259912
3,200524
4,155104
5,119695
6,92632
7,71243
8,54850
9,42274
10,32729
11,25286
12,19510
13,15393
14,11933
15,9210
16,7130
17,5429
18,4082
19,3046
20,2199
21,1673
22,1326
23,1072
24,748
25,527
26,441
27,379
28,331
29,250
30,173
31,151
32,130
33,98
34,69
35,54
36,52
37,38
38,20
39,22
40,19
41,7
42,4
43,2
snapshot 99
0,367389
1,329240
2,260689
3,201864
4,154800
5,119016
6,91778
7,71313
8,55031
9,42844
10,32948
11,25282
12,19339
13,14761
14,11240
15,8816
16,6953
17,5126
18,3900
19,3087
20,2233
21,1633
22,1186
23,933
24,768
25,568
26,403
27,336
28,284
29,218
30,182
31,123
32,126
33,112
34,86
35,67
36,36
37,31
38,20
39,26
40,47
41,49
42,24
43,20
44,15
45,17
46,18
47,12
48,5
49,6
50,5
51,3
snapshot 100
0,365970
1,328256
2,260174
3,201663
4,156253
5,121073
6,92297
7,70851
8,54146
9,41248
10,32246
11,25128
12,19234
13,15019
14,11841
15,9273
16,7129
17,5584
18,4278
19,3232
20,2340
21,1713
22,1370
23,1044
24,804
25,688
26,514
27,384
28,279
29,204
30,141
31,94
32,84
33,64
34,72
35,66
36,64
37,42
38,35
39,20
40,21
41,25
42,23
43,15
44,6
45,1
