snapshot 25
0,366715
1,329014
2,260557
3,202937
4,156751
5,120591
6,93361
7,71625
8,55715
9,43060
10,32503
11,25000
12,18870
13,14383
14,10732
15,8270
16,6102
17,4554
18,3356
19,2564
20,1977
21,1588
22,1238
23,936
24,694
25,509
26,357
27,299
28,240
29,192
30,111
31,68
32,52
33,37
34,24
35,12
36,10
37,2
snapshot 50
0,364904
1,327449
2,260315
3,200125
4,154436
5,120303
6,93231
7,71548
8,55182
9,42786
10,32975
11,25709
12,20144
13,15496
14,11987
15,9256
16,6902
17,5303
18,3948
19,2807
20,2150
21,1749
22,1452
23,1124
24,793
25,628
26,551
27,440
28,327
29,248
30,191
31,132
32,88
33,44
34,41
35,32
36,38
37,22
38,18
39,25
40,28
41,22
42,21
43,14
44,7
45,2
46,2
47,6
48,2
49,1
snapshot 75
0,366705
1,328963
2,261139
3,200900
4,154643
5,118872
6,91478
7,71615
8,54882
9,42369
10,32395
11,24845
12,19306
13,15261
14,11799
15,8988
16,6789
17,5258
18,4159
19,3307
20,2512
21,1847
22,1374
23,1074
24,872
25,658
26,550
27,518
28,430
29,321
30,217
31,179
32,145
33,121
34,107
35,88
36,67
37,47
38,47
39,56
40,39
41,28
42,26
43,6
44,4
45,2
snapshot 90
0,366361
1,328346
2,260146
3,201299
4,154298
5,119235
6,93094
7,71617
8,55426
9,43114
10,32804
11,25445
12,19648
13,15024
14,11539
15,8740
16,6678
17,5197
18,3941
19,3129
20,2328
21,1718
22,1443
23,1064
24,806
25,590
26,485
27,346
28,300
29,224
30,210
31,146
32,103
33,65
34,49
35,27
36,11
37,3
38,4
39,1
snapshot 95
0,365350
1,328041
2,261618
3,202156
4,156472
5,120797
6,92210
7,71120
8,54628
9,41889
10,32476
11,24949
12,19172
13,15047
14,11317
15,8822
16,6704
17,5123
18,4011
19,3147
20,2397
21,1851
22,1441
23,1017
24,713
25,520
26,422
27,351
28,355
29,257
30,153
31,91
32,64
33,67
34,56
35,40
36,22
37,27
38,29
39,31
40,25
41,14
42,13
43,1
snapshot 99
0,367374
1,329051
2,262015
3,202586
4,155529
5,119914
6,91320
7,70357
8,53930
9,41325
10,32024
11,24323
12,18416
13,14403
14,11247
15,8802
16,7036
17,5464
18,4338
19,3326
20,2690
21,2064
22,1632
23,1225
24,953
25,759
26,549
27,469
28,291
29,214
30,178
31,188
32,182
33,162
34,126
35,101
36,59
37,56
38,33
39,37
40,52
41,43
42,50
43,42
44,31
45,17
46,14
47,10
48,1
snapshot 100
0,367410
1,328652
2,259683
3,201473
4,155007
5,118861
6,92723
7,71679
8,55181
9,42542
10,32259
11,24591
12,19154
13,14736
14,11649
15,8883
16,6850
17,5314
18,4050
19,3121
20,2567
21,1942
22,1388
23,1111
24,877
25,656
26,549
27,446
28,349
29,270
30,247
31,201
32,123
33,98
34,92
35,88
36,52
37,27
38,16
39,20
40,21
41,25
42,15
43,7
44,1
