snapshot 25
0,669794
1,237709
2,67773
3,18319
4,4793
5,1184
6,306
7,68
8,23
9,22
10,4
11,1
12,1
13,3
snapshot 50
0,670008
1,237106
2,68349
3,18143
4,4688
5,1215
6,360
7,91
8,25
9,8
10,5
snapshot 75
0,670893
1,237100
2,67635
3,18189
4,4616
5,1167
6,304
7,60
8,26
9,3
10,4
11,1
snapshot 90
0,670303
1,236982
2,67877
3,18070
4,4891
5,1380
6,352
7,111
8,21
9,10
10,3
snapshot 95
0,670636
1,237954
2,67204
3,17732
4,4701
5,1267
6,387
7,92
8,23
9,3
10,1
snapshot 99
0,670034
1,237832
2,68050
3,17843
4,4626
5,1174
6,315
7,97
8,17
9,7
10,1
snapshot 100
0,670892
1,236832
2,67841
3,18171
4,4544
5,1194
6,344
7,136
8,31
9,15
