snapshot 25
0,670935
1,236695
2,67703
3,17994
4,4834
5,1321
6,367
7,95
8,37
9,15
10,4
snapshot 50
0,671374
1,236726
2,67779
3,17790
4,4620
5,1253
6,327
7,104
8,20
9,4
10,1
snapshot 75
0,670444
1,237368
2,67569
3,18032
4,4887
5,1231
6,350
7,85
8,26
9,8
snapshot 90
0,670277
1,236814
2,67907
3,18302
4,4847
5,1304
6,346
7,118
8,44
9,21
10,11
11,8
12,1
snapshot 95
0,670438
1,237192
2,67695
3,18390
4,4679
5,1203
6,314
7,63
8,17
9,7
snapshot 99
0,670222
1,237098
2,67823
3,18374
4,4842
5,1259
6,301
7,63
8,17
9,1
snapshot 100
0,670443
1,236556
2,68333
3,18232
4,4710
5,1268
6,347
7,82
8,21
9,7
10,1
