snapshot 25
0,670381
1,236977
2,68380
3,17952
4,4657
5,1226
6,314
7,82
8,21
9,7
10,1
snapshot 50
0,669980
1,237966
2,67685
3,17914
4,4753
5,1280
6,319
7,83
8,11
9,5
snapshot 75
0,670681
1,236949
2,67868
3,18061
4,4657
5,1267
6,357
7,117
8,32
9,6
10,3
11,2
snapshot 90
0,669504
1,237547
2,68142
3,18113
4,4897
5,1317
6,337
7,105
8,26
9,8
snapshot 95
0,670285
1,237356
2,67784
3,18334
4,4712
5,1153
6,304
7,59
8,11
snapshot 99
0,670617
1,237499
2,67484
3,17949
4,4748
5,1267
6,318
7,85
8,19
9,7
10,7
snapshot 100
0,671096
1,237174
2,67907
3,17759
4,4427
5,1184
6,319
7,73
8,34
9,17
10,7
11,1
